"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MY4BQT3H","journalArticle","2022","Jonczyk, Rafal; Dickson, Danielle S.; Bel-Bahar, Tarik S.; Kremer, Gul E.; Siddique, Zahed; van Hell, Janet G.","How stereotype threat affects the brain dynamics of creative thinking in female students","NEUROPSYCHOLOGIA","","0028-3932","10.1016/j.neuropsychologia.2022.108306","","When people are placed in a situation where they are at risk of substantiating a negative stereotype about their social group (a scenario termed stereotype threat), the extra pressure to avoid this outcome can undermine their performance. Substantial and consistent gender disparities in STEM fields leave women vulnerable to stereotype threat, including the stereotype that women are not as good at generating creative and innovative ideas as men. We tested whether female students' creative thinking is affected by a stereotype threat by measuring power in the alpha frequency band (8-12Hz oscillations) that has been associated with better creative thinking outcomes. Counter to expectations that a stereotype threat would reduce alpha power associated with creative thinking, analyses showed increased alpha power following the introduction of the stereotype threat. This outcome suggests that women may have attempted to increase their internal attention during the task in order to disprove the stereotype. Behaviorally, this effort did not lead to changes in creative performance, suggesting that the stereotype threat decoupled alpha power from creative thinking outcomes. These results support a growing school of thought in the neuroscience of creativity literature that the alpha power often seen in conjunction with creative behavior is not necessarily related to the creativity processes themselves, but rather might be part of a larger network modulating the distribution of attentional resources more broadly.","2022-08-13","2024-05-26 14:29:25","2024-05-26 14:29:25","2022-07-29","","","","173","","","","","","","","","","","","","","WOS:000828063800001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TAASNFQC","journalArticle","2021","Wu, Xin; Zhao, Yufang","Degree Centrality of a Brain Network Is Altered by Stereotype Threat: Evidences From a Resting-State Functional Magnetic Resonance Imaging Study","FRONTIERS IN PSYCHOLOGY","","1664-1078","10.3389/fpsyg.2021.705363","","Previous studies have found the effects of stereotype threat (ST) on cognitive processes, emotions, and motivations which could account for the underperformance in domain tasks. Efficient brain function does not require the function of different brain regions during specific tasks, but it does require the brain networks on which information is transported. Based on these, the effects of ST on the degree centrality under the resting state of brain regions related to these processes were investigated under math-related ST. The results showed that RSDC was decreased in the left hippocampus and left middle occipital gyrus (MOC), while RSDC was increased in the left precuneus, the right angular gyrus (AG), and the right superior parietal gyrus (SPG) under ST. Interestingly, we also found that the right-left anterior temporal lobe (ATL) and the right hippocampus were negatively correlated with manipulation check (MC) score in the ST group, while the right-left ATL and the right hippocampus were positively correlated with MC score in the control group. These results might reflect those individuals who attempted to inhibit the negative emotions induced by the negative stereotypes under ST conditions while increasing the self-relevant processes by retrieving episodic memory or autobiographical memory.</p>","2021-08-31","2024-05-26 14:29:25","2024-05-26 14:29:25","2021-09-26","","","","12","","","","","","","","","","","","","","WOS:000697826400001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3URTSFSG","journalArticle","2013","Colton, Gabriel; Leshikar, Eric D; Gutchess, Angela H","Age differences in neural response to stereotype threat and resiliency for self-referenced information.","Frontiers in human neuroscience","","1662-5161","10.3389/fnhum.2013.00537","","To investigate the contribution of cortical midline regions to stereotype threat and resiliency, we compared age groups in an event-related functional MRI study. During scanning, 17 younger and 16 older adults judged whether words stereotypical of aging and control words described them. Judging stereotype words versus control words revealed higher activations in posterior midline regions associated with self-referencing, including the precuneus, for older adults compared to younger adults. While heightening salience of stereotypes can evoke a threat response, detrimentally affecting performance, invoking stereotypes can also lead to a phenomenon called resilience, where older adults use those stereotypes to create downward social-comparisons to ""other"" older adults and elevate their own self-perception. In an exploration of brain regions underlying stereotype threat responses as well as resilience responses, we found significant activation in older adults for threat over resilient responses in posterior midline regions including the precuneus, associated with self-reflective thought, and parahippocampal gyrus, implicated in autobiographical memory. These findings have implications for understanding how aging stereotypes may affect the engagement of regions associated with contextual and social processing of self-relevant information, indicating ways in which stereotype threat can affect the engagement of neural resources with age.","2013","2024-05-26 14:29:25","2024-05-26 14:29:25","2014-04-17","537-537","","","7","","","","","","","","","","","","","","MEDLINE:24046739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHQTBCGR","journalArticle","2010","Diamond, Adele","The Evidence Base for Improving School Outcomes by Addressing the Whole Child and by Addressing Skills and Attitudes, Not Just Content","EARLY EDUCATION AND DEVELOPMENT","","1040-9289","10.1080/10409289.2010.514522","","If we want the best academic outcomes, the most efficient and cost-effective route to achieve that is, counterintuitively, not to narrowly focus on academics, but to also address children's social, emotional, and physical development. Similarly, the best and most efficient route to physical health is through also addressing emotional, social, and cognitive wellness. Emotional wellness, similarly, depends critically on social, cognitive, and physical wellness.","2010","2024-05-26 14:29:25","2024-05-26 14:29:25","2010-01-01","780-793","","5","21","","","","","","","","","","","","","","WOS:000282965500009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6497YR2","journalArticle","2020","Wang, Shanshan; Yang, Dong","The effects of poverty stereotype threat on inhibition ability in individuals from different income-level families","BRAIN AND BEHAVIOR","","2162-3279","10.1002/brb3.1770","","Introduction Poverty is characterized by a scarcity of resources and a threat of certain stereotypes. However, the effects of stereotype threat are largely dependent on various factors, both negative and positive. Few psychophysiological studies have studied the effects of poverty stereotype threats on inhibition ability in wealth and impoverished individuals. Methods To fill this gap in the literature, this study used the event-related potential (ERP) technique to explore the brain mechanisms associated with stereotype threat in 135 participants. Results Behavioral results showed that the rich group (participants from higher-income families) had better inhibition ability than the impoverished group (participants from lower-income families), with significantly shorter reaction time and significantly greater accuracy for poverty-related stimuli when in the nonthreat condition. Additionally, poverty stereotype threat could improve performance of the impoverished group for poverty-related stimuli. The electrophysiological results showed significantly larger P3 mean amplitude and significantly longer P3 latency in the rich group than the impoverished group in the nonthreat condition. Although no significant between-group differences were found in the threat condition, the results show that the effect of poverty stereotype threat varies with different income-level persons, for both behavioral and P3 data. Conclusion These findings suggest that impoverished people have worse inhibition abilities. Further, poverty stereotype threat has different effects on people according to their income level and could help to explain irrational consumption behaviors in people.","2020-12","2024-05-26 14:29:25","2024-05-26 14:29:25","2020-11-02","","","12","10","","","","","","","","","","","","","","WOS:000580566700001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIMRVCL4","journalArticle","2007","Wraga, Maryjane; Helt, Molly; Jacobs, Emily; Sullivan, Kerry","Neural basis of stereotype-induced shifts in women's mental rotation performance.","Social cognitive and affective neuroscience","","1749-5024","10.1093/scan/nsl041","","Recent negative focus on women's academic abilities has fueled disputes over gender disparities in the sciences. The controversy derives, in part, from women's relatively poorer performance in aptitude tests, many of which require skills of spatial reasoning. We used functional magnetic imaging to examine the neural structure underlying shifts in women's performance of a spatial reasoning task induced by positive and negative stereotypes. Three groups of participants performed a task involving imagined rotations of the self. Prior to scanning, the positive stereotype group was exposed to a false but plausible stereotype of women's superior perspective-taking abilities; the negative stereotype group was exposed to the pervasive stereotype that men outperform women on spatial tasks; and the control group received neutral information. The significantly poorer performance we found in the negative stereotype group corresponded to increased activation in brain regions associated with increased emotional load. In contrast, the significantly improved performance we found in the positive stereotype group was associated with increased activation in visual processing areas and, to a lesser degree, complex working memory processes. These findings suggest that stereotype messages affect the brain selectively, with positive messages producing relatively more efficient neural strategies than negative messages.","2007-03","2024-05-26 14:29:25","2024-05-26 14:29:25","2007-03-01","12-9","","1","2","","","","","","","","","","","","","","MEDLINE:18985116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XR84TSE8","journalArticle","2023","Deshayes, Maxime; Clement-Guillotin, Corentin; Denis, Gauthier; Bredin, Jonathan; Radel, Remi; Zory, Raphael","Effect of a sex stereotype on cortical activity during a self-paced exercise: A motor-related cortical potential approach","PSYCHOLOGY OF SPORT AND EXERCISE","","1469-0292","10.1016/j.psychsport.2022.102336","","Recent research has shown that inducing a negative stereotype toward women does not always decrease the subsequent motor performance of women, but can increase it, especially during endurance tasks. The mecha-nisms involved are nonetheless still poorly understood. The main aim of the present study was to investigate the effect of a negative stereotype toward women on men's and women's performance during an endurance task, and to analyze the neuropsychological mechanisms involved through motor-related cortical potentials and motiva-tion toward men/women. Thirty-four participants were assigned to a negative stereotype toward women con-dition and a nullified-stereotype condition and performed 80 self-paced intermittent isometric elbow contractions at a moderate perceived intensity. Results showed that women performed better when assigned to the negative stereotype toward women condition, they were more motivated to outperform men, and their MRCP amplitudes were higher in this same condition over the prefrontal cortex (i.e., FP1 and FP2). Concerning men, they also performed better when the negative stereotype toward women was induced. However, no effect emerged on motivation toward women and MRCP amplitudes. This study showed that inducing a negative stereotype during an endurance task led to a performance increase in women, which is contrary to the stereotype threat theory, strengthening the idea of a task-dependency effect when inducing a negative stereotype. This performance improvement observed in women may be caused by increased motivation to outperform men and a planning of the upcoming movement. Concerning men, more research is needed to clarify the mechanisms involved in such performance improvement.","2023-01","2024-05-26 14:29:25","2024-05-26 14:29:25","2022-12-18","","","","64","","","","","","","","","","","","","","WOS:000890466000008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EFJCS529","journalArticle","2019","Kalenzaga, Sandrine; Clarys, David; Piolino, Pascale","Effortful memory processes under stereotype threat and self-concept in aging","QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY","","1747-0218","10.1177/1747021818819787","","The present study aimed at exploring the effect of stereotype threat on the controlled part of memory in older adults using a deep level of processing, namely, self-reference encoding. To meet this objective, 25 younger adults and 25 older adults performed a Remember/Know recognition task following self-reference versus other-reference encoding of adjective traits, under stereotype threat or not. The results indicated that under stereotype threat, older adults' production of Remember responses was specifically impaired following self-reference encoding. Moreover, whereas executive functioning and group identification did not moderate stereotype threat effect, measure of self-worth did. These findings suggest that stereotype threat in older adults may be a self-concept threat and that moderators of stereotype threat found in other groups (i.e., group identification and executive functioning) may not be generalised to this group. Rather, as stereotype threat in aging may represent a threat to the self, self-worth might have a central role, whereby individuals with high self-worth remain self-confident even under stereotype threat and are thus able to down-regulate their negative affects to face such a threat.","2019-07","2024-05-26 14:29:25","2024-05-26 14:29:25","2019-09-30","1876-1887","","7","72","","","","","","","","","","","","","","WOS:000485072500024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GHUX9WC","journalArticle","2016","Sinke, Christopher; Forkmann, Katarina; Schmidt, Katharina; Wiech, Katja; Bingel, Ulrike","Expectations impact short-term memory through changes in connectivity between attention- and task-related brain regions.","Cortex; a journal devoted to the study of the nervous system and behavior","","1973-8102","10.1016/j.cortex.2016.02.008","","Over the recent years, neuroimaging studies have investigated the neural mechanisms underlying the influence of expectations on perception. However, it seems equally reasonable to assume that expectations impact cognitive functions. Here we used fMRI to explore the role of expectations on task performance and its underlying neural mechanisms. 43 healthy participants were randomly assigned to two groups. Using verbal instructions, group 1 was led to believe that pain enhances task performance while group 2 was instructed that pain hampers their performance. All participants performed a Rapid-Serial-Visual-Presentation (RSVP) Task (target detection and short-term memory component) with or without concomitant painful heat stimulation during 3T fMRI scanning. As hypothesized, short-term memory performance showed an interaction between painful stimulation and expectation. Positive expectations induced stronger neural activation in the right inferior parietal cortex (IPC) during painful stimulation than negative expectation. Moreover, IPC displayed differential functional coupling with the left inferior occipital cortex under pain as a function of expectancy. Our data show that an individual's expectation can influence cognitive performance in a visual short-term memory task which is associated with activity and connectivity changes in brain areas implicated in attentional processing and task performance.","2016-02-05","2024-05-26 14:29:25","2024-05-26 14:29:25","2016-01-01","1-14","","","78","","","","","","","","","","","","","","MEDLINE:26967589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6MKYQIB","journalArticle","2015","Huber, Meghan E.; Seitchik, Allison E.; Brown, Adam J.; Sternad, Dagmar; Harkins, Stephen G.","The Effect of Stereotype Threat on Performance of a Rhythmic Motor Skill","JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE","","0096-1523","10.1037/xhp0000039","","Many studies using cognitive tasks have found that stereotype threat, or concern about confirming a negative stereotype about one's group, debilitates performance. The few studies that documented similar effects on sensorimotor performance have used only relatively coarse measures to quantify performance. This study tested the effect of stereotype threat on a rhythmic ball bouncing task, where previous analyses of the task dynamics afforded more detailed quantification of the effect of threat on motor control. In this task, novices hit the ball with positive racket acceleration, indicative of unstable performance. With practice, they learn to stabilize error by changing their ball-racket impact from positive to negative acceleration. Results showed that for novices, stereotype threat potentiated hitting the ball with positive racket acceleration, leading to poorer performance of stigmatized females. However, when the threat manipulation was delivered after having acquired some skill, reflected by negative racket acceleration, the stigmatized females performed better. These findings are consistent with the mere effort account that argues that stereotype threat potentiates the most likely response on the given task. The study also demonstrates the value of identifying the control mechanisms through which stereotype threat has its effects on outcome measures.","2015-04","2024-05-26 14:29:25","2024-05-26 14:29:25","2015-06-25","525-541","","2","41","","","","","","","","","","","","","","WOS:000355306300022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STSLL2X7","journalArticle","2023","Bastos, Brenda de Pinho; Chiviacowsky, Suzete; Drews, Ricardo; Cardozo, Priscila","Gender Stereotype Threat Undermines Dance Performance and Learning in Boys","JOURNAL OF MOTOR BEHAVIOR","","0022-2895","10.1080/00222895.2023.2166454","","The objective of the present study was to examine the effects of gender stereotype on the performance and learning of a classical ballet pirouette in 11-year-old boys. Participants in the stereotype threat (ST) group were informed that, in general, boys tend to show worse results when completing the pirouette task in comparison to girls. Participants in the stereotype lift (SL) group were told that girls tend to show worse results in comparison to boys. The control group did not receive stereotype instructions. The results demonstrated worse performance during practice and retention (next day) for the ST group relative to the SL and control groups; the SL and control groups did not differ. The findings indicate that gender stereotype threat can undermine motor performance and learning in boys.","2023-05-04","2024-05-26 14:29:25","2024-05-26 14:29:25","2023-02-08","256-261","","3","55","","","","","","","","","","","","","","WOS:000917791300001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCC4PXWT","journalArticle","2013","Barber, Sarah J.; Mather, Mara","Stereotype threat can reduce older adults' memory errors","QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY","","1747-0218","10.1080/17470218.2013.840656","","Stereotype threat often incurs the cost of reducing the amount of information that older adults accurately recall. In the current research, we tested whether stereotype threat can also benefit memory. According to the regulatory focus account of stereotype threat, threat induces a prevention focus in which people become concerned with avoiding errors of commission and are sensitive to the presence or absence of losses within their environment. Because of this, we predicted that stereotype threat might reduce older adults' memory errors. Results were consistent with this prediction. Older adults under stereotype threat had lower intrusion rates during free-recall tests (Experiments 1 and 2). They also reduced their false alarms and adopted more conservative response criteria during a recognition test (Experiment 2). Thus, stereotype threat can decrease older adults' false memories, albeit at the cost of fewer veridical memories, as well.","2013-10-01","2024-05-26 14:29:25","2024-05-26 14:29:25","2013-12-18","1888-1895","","10","66","","","","","","","","","","","","","","WOS:000327186700002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5U9X4BXF","journalArticle","2017","Leitner, Jordan B.; Ayduk, Ozlem; Mendoza-Denton, Rodolfo; Magerman, Adam; Amey, Rachel; Kross, Ethan; Forbes, Chad E.","Self-distancing improves interpersonal perceptions and behavior by decreasing medial prefrontal cortex activity during the provision of criticism","SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE","","1749-5016","10.1093/scan/nsw168","","Previous research suggests that people show increased self-referential processing when they provide criticism to others, and that this self-referential processing can have negative effects on interpersonal perceptions and behavior. The current research hypothesized that adopting a self-distanced perspective (i.e. thinking about a situation from a non-first person point of view), as compared with a typical self-immersed perspective (i.e. thinking about a situation from a first-person point of view), would reduce self-referential processing during the provision of criticism, and in turn improve interpersonal perceptions and behavior. We tested this hypothesis in an interracial context since research suggests that self-referential processing plays a role in damaging interracial relations. White participants prepared for mentorship from a self-immersed or self-distanced perspective. They then conveyed negative and positive evaluations to a Black mentee while electroencephalogram( EEG) was recorded. Source analysis revealed that priming a self-distanced (vs self-immersed) perspective predicted decreased activity in regions linked to self-referential processing (medial prefrontal cortex; MPFC) when providing negative evaluations. This decreased MPFC activity during negative evaluations, in turn, predicted verbal feedback that was perceived to be more positive, warm and helpful. Results suggest that self-distancing can improve interpersonal perceptions and behavior by decreasing self-referential processing during the provision of criticism.","2017-04","2024-05-26 14:29:25","2024-05-26 14:29:25","2017-07-13","534-543","","4","12","","","","","","","","","","","","","","WOS:000404548900003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
